name,isPE,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics
9202.exe,1,1,1,0,0.26874246877564684,7.987461055370686,332,6,1208452998,0,0,224,258
9203.exe,1,1,0,0,4.801327745915715,7.828227032477839,332,5,1439586040,0,0,224,258
9204.exe,1,0,0,0,0.4023792985675851,6.635658494592666,332,4,1319571264,0,0,224,271
9205.exe,1,1,0,0,6.2038731887726595,7.849207480531115,332,3,1303612651,0,0,224,258
9206.exe,1,1,0,0,3.469171587925266,7.830686886782982,332,4,1340783524,0,0,224,271
9207.exe,1,1,0,0,3.8072317617062184,7.865018143491025,332,4,1334914772,0,0,224,271
9208.exe,1,1,0,0,0.7112130623353916,7.904962966089093,332,4,1343820636,0,0,224,271
9209.exe,1,0,5,5,0.12943919267108936,6.051205278691099,332,8,1342197687,0,0,224,270
9210.exe,1,1,0,0,4.258259086178153,7.819083636946034,332,4,1335342692,0,0,224,271
9211.exe,1,0,0,0,2.6050358563483385,6.643736200190922,332,5,1333757781,0,0,224,8450
9212.exe,1,1,3,2,1.9360022337135043,7.743146647417062,332,7,1332782419,0,0,224,270
9213.exe,1,1,0,0,3.2665925121710404,7.946192677511618,332,4,1331883114,0,0,224,271
9214.exe,1,0,0,0,1.16480066195595,6.696030274679561,332,5,1417604318,0,0,224,258
9215.exe,1,1,0,0,4.365003733337219,7.871052204229019,332,4,1335109490,0,0,224,271
9216.exe,1,0,0,0,0.9821946082581133,6.779966076405447,332,4,1392667087,0,0,224,271
9217.exe,1,0,5,0,0.16032872589902852,7.0807654453189866,332,9,1335157263,0,0,224,270
9218.exe,1,0,1,0,1.5545988507011996,7.12685627012623,332,5,1335280819,0,0,224,270
9219.exe,1,1,0,0,6.038443170153865,7.915146502871701,332,4,1345553128,0,0,224,271
9220.exe,1,0,0,0,2.6080500521801606,6.643844233661688,332,5,1333758959,0,0,224,8450
9221.exe,1,1,0,0,3.816399394457816,7.769359088218244,332,4,1332535995,0,0,224,271
9222.exe,1,0,1,1,4.246433195949993,7.19411186654796,332,5,1335900359,0,0,224,271
9223.exe,1,1,0,0,3.9650989591866823,7.731626836310756,332,4,1344755412,0,0,224,271
9224.exe,1,0,0,0,0.444539407441535,5.93078829444248,34404,6,1436498393,0,0,240,34
9225.exe,1,1,0,0,3.967248013389364,7.824177761263094,332,4,1336033167,0,0,224,271
9226.exe,1,1,1,0,0.26586785024273246,7.987597955737115,332,6,1213886148,0,0,224,258
9227.exe,1,1,0,0,2.1346155486042337,7.870623930278068,332,4,1331321630,0,0,224,271
9228.exe,1,0,0,0,6.632939421848024,7.3735731970505505,332,4,1333485320,0,0,224,271
9229.exe,1,0,0,1,4.176143483403872,7.353581608787387,332,3,1208112261,0,0,224,271
9230.exe,1,0,2,0,0.020393135236084953,7.0948946932521215,332,7,1482202108,0,0,224,258
9231.exe,1,0,0,0,1.5508724544431587,5.682343371670785,332,4,1336662042,0,0,224,270
9232.exe,1,0,4,1,0.19743807838821048,6.015606468535298,34404,11,18151440,33792,142,240,39
9233.exe,1,1,0,0,6.6295500343462175,7.569906335568268,332,4,1333306672,0,0,224,271
9234.exe,1,1,0,0,0.020393135236084953,7.859848545530196,332,4,1296673258,0,0,224,258
9235.exe,1,1,1,0,0.2669090276124811,7.988315136661103,332,6,1213802687,0,0,224,258
9236.exe,1,1,0,0,4.19189111895225,7.869097015718348,332,4,1335291770,0,0,224,271
9237.exe,1,0,4,1,0.19743807838821048,5.865695147255671,34404,11,16685088,36352,178,240,39
9238.exe,1,0,0,0,4.518228867122023,4.961116979936691,34404,2,1433127210,0,0,240,34
9239.exe,1,1,0,0,3.469171587925266,7.831099554969838,332,4,1340783524,0,0,224,271
9240.exe,1,0,1,1,4.246433195949993,7.196153512370854,332,5,1335900359,0,0,224,271
9241.exe,1,1,0,0,4.346553758866224,7.928297379134685,332,5,1151466315,0,0,224,258
9242.exe,1,1,0,0,2.006387977875609,7.756519263147677,332,5,1332914459,0,0,224,270
9243.exe,1,1,0,0,3.982417446495472,7.837101565500863,332,4,1335608472,0,0,224,271
9244.exe,1,1,0,0,5.477055497075297,7.903339401384809,332,5,1223252310,0,0,224,258
9245.exe,1,1,0,0,4.119349443815889,7.774661481081604,332,4,1332493366,0,0,224,271
9246.exe,1,0,0,0,1.6649936702546246,7.134044430823034,332,4,1335532823,0,0,224,270
9247.exe,1,1,0,1,4.067877669122021,7.88203033582179,332,4,0,0,0,224,271
9248.exe,1,0,3,3,2.617643850195868,7.284559409688639,332,7,1337937685,0,0,224,270
9249.exe,1,1,0,0,4.553865092366089,7.982085803060991,332,4,1345723644,0,0,224,271
9250.exe,1,1,0,0,4.224082501265148,7.852448633317944,332,4,1335210826,0,0,224,271
9251.exe,1,0,0,0,1.6649936702546246,7.133234279450421,332,4,1335578443,0,0,224,270
9252.exe,1,1,0,0,2.9759477043540805,7.967266953950126,332,4,1331800726,0,0,224,271
9253.exe,1,1,3,2,3.0386181736641418,7.7159694954108655,332,7,1332301810,0,0,224,270
9254.exe,1,0,3,3,2.4745000159258113,7.280476821106524,332,7,1338238823,0,0,224,270
9255.exe,1,1,0,0,4.642306163746446,7.8119942270432,332,4,1341495409,0,0,224,271
9256.exe,1,0,2,1,0.24446123110924264,6.138639952535636,34404,8,1436498326,0,0,240,34
9257.exe,1,1,0,0,4.082515576394125,7.772359711236396,332,4,1332360683,0,0,224,271
9258.exe,1,1,0,0,6.616674474624428,7.876610284778717,332,4,1333619166,0,0,224,271
9259.exe,1,1,0,0,0.020393135236084953,7.861120438794022,332,4,1304906909,0,0,224,258
9260.exe,1,0,0,0,2.606282347555674,6.663887296649167,332,5,1334267117,0,0,224,8450
9261.exe,1,1,0,0,3.5370627845505975,7.784063532244048,332,4,1340391933,0,0,224,271
9262.exe,1,1,1,1,7.475136172746235,7.814110953419099,332,3,1297643496,0,0,224,258
9263.exe,1,1,0,0,2.093858639482634,7.615084820117218,332,3,1333495451,0,0,224,270
9264.exe,1,0,3,3,2.617643850195868,7.286506735629571,332,7,1337948441,0,0,224,270
9265.exe,1,1,0,0,3.8249550131111634,7.731568573555726,332,4,1344542973,0,0,224,271
9266.exe,1,1,0,0,4.074325254803732,7.775706863872793,332,4,1332407685,0,0,224,271
9267.exe,1,0,0,0,2.0311300390555593,7.125940596964302,332,4,1335832889,0,0,224,270
9268.exe,1,0,0,1,4.0498301535559476,6.643001477857358,332,4,0,0,0,224,271
9269.exe,1,1,0,0,3.816399394457816,7.763278527520268,332,4,1332535995,0,0,224,271
9270.exe,1,0,0,0,0.40554835374125364,6.677956505959843,332,4,1319571264,0,0,224,271
9271.exe,1,1,0,0,3.8072317617062184,7.8497533022571,332,4,1334914772,0,0,224,271
9272.exe,1,1,0,0,4.027132405075107,7.731851470956207,332,4,1344714209,0,0,224,271
9273.exe,1,1,0,0,4.9742065133056075,7.976510445713852,332,4,1342438141,0,0,224,271
9274.exe,1,1,0,0,5.950215556936012,7.764034046098914,332,4,1344518840,0,0,224,271
9275.exe,1,1,1,0,0.10431583732584766,7.708605279385647,332,5,1331491250,0,0,224,271
9276.exe,1,0,0,1,1.519715522667323,6.6439017700302205,332,5,1333761802,0,0,224,8450
9277.exe,1,1,0,0,3.8072317617062184,7.861140420773356,332,4,1334914772,0,0,224,271
9278.exe,1,0,3,1,0.20544562813451883,5.603814795830054,34404,9,0,0,0,240,559
9279.exe,1,0,0,1,1.5212379952996606,6.643661752884318,332,5,1333985852,0,0,224,8450
9280.exe,1,1,3,0,4.137978525761692,7.817399370055726,332,7,1324730044,0,0,224,258
9281.exe,1,0,0,0,2.6080500521801606,6.644140796808699,332,5,1333759896,0,0,224,8450
9282.exe,1,0,2,2,3.4784537563269082,6.2458663442296185,332,6,1336226494,0,0,224,270
9283.exe,1,1,0,0,2.0635531039233834,7.94735926010286,332,4,1342080850,0,0,224,271
9284.exe,1,1,0,0,0.7093869404292182,7.903462891328095,332,4,1344193048,0,0,224,271
9285.exe,1,0,1,0,0.40091963721939583,6.4985451070761915,34404,7,1436498054,0,0,240,34
9286.exe,1,0,0,1,1.5175098398716458,6.64316075947628,332,5,1333755659,0,0,224,8450
9287.exe,1,0,0,0,2.6052381954354966,6.644047542284788,332,5,1333760257,0,0,224,8450
9288.exe,1,1,0,0,4.98362798416266,7.984888686373937,332,4,1342552538,0,0,224,271
9289.exe,1,0,0,1,1.5215665136304175,6.644070165747287,332,5,1333985043,0,0,224,8450
9290.exe,1,1,0,0,2.1354699889656255,7.870466699016987,332,4,1331321630,0,0,224,271
9291.exe,1,1,0,0,0.0821922343215099,7.944159563990482,332,4,1305462840,0,0,224,271
9292.exe,1,1,0,0,2.674387622813818,7.987985042440793,332,4,1319571264,0,0,224,271
9293.exe,1,1,4,0,0.020393135236084953,7.992096939003776,332,8,1337086863,0,0,224,258
9294.exe,1,0,0,0,3.6587125001870455,6.368198880949678,34404,6,1325808258,0,0,240,34
9295.exe,1,0,4,1,0.19743807838821048,5.979861769161387,34404,11,0,28160,95,240,39
9296.exe,1,0,0,0,4.415599964165836,5.8329951346343965,332,4,1160430074,0,0,224,259
9297.exe,1,0,3,3,2.617643850195868,7.282115902093361,332,7,1338184792,0,0,224,270
9298.exe,1,1,5,0,0.43710972513537405,7.899791130276065,332,9,1305524318,0,0,224,258
9299.exe,1,0,0,0,2.6080500521801606,6.64371415471065,332,5,1333759195,0,0,224,8450
9300.exe,1,1,1,0,0.06116285224115448,7.965495938075833,332,5,1343925362,0,0,224,258
9301.exe,1,0,0,0,3.22336087314187,6.024511972035768,34404,6,1394855108,0,0,240,34
9302.exe,1,0,0,0,1.6649936702546246,7.133241147661492,332,4,1335536440,0,0,224,270
9303.exe,1,1,0,0,3.646835505920968,7.897076321034843,332,4,1334989131,0,0,224,271
9304.exe,1,0,0,1,1.5176445225508663,6.643844233661688,332,5,1333758959,0,0,224,8450
9305.exe,1,1,0,0,3.999131851994929,7.731470863888037,332,4,1344755412,0,0,224,271
9306.exe,1,1,0,1,4.051890633553516,7.882061742345708,332,4,0,0,0,224,271
9307.exe,1,0,1,0,0.28655982431271465,5.983995514717707,34404,7,1473222078,0,0,240,34
9308.exe,1,1,0,0,3.163304304703028,7.941596346340319,332,4,1334572662,0,0,224,271
9309.exe,1,1,1,0,0.2673973088624811,7.98813908092366,332,6,1213803033,0,0,224,258
9310.exe,1,1,0,0,3.9458925926369077,7.736019781235837,332,4,1344630696,0,0,224,271
9311.exe,1,1,1,1,1.9411925072141014,7.712436746168339,332,5,1332594001,0,0,224,270
9312.exe,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
9313.exe,1,1,0,0,2.847696631860915,7.892382728285592,332,4,1306936757,0,0,224,258
9314.exe,1,1,0,0,3.927427269109975,7.862629388353874,332,4,1334823586,0,0,224,271
9315.exe,1,0,0,0,0.42013066021895284,7.077786534829127,332,4,1319571264,0,0,224,271
9316.exe,1,1,2,1,5.1438342032686535,7.782633279902175,332,3,1334740129,0,0,224,271
9317.exe,1,1,0,0,3.770000384660344,7.764920940889946,332,4,1332675903,0,0,224,271
9318.exe,1,1,0,0,3.4520372064022222,7.921998277169703,332,4,1343160515,0,0,224,271
9319.exe,1,1,0,0,4.973897386967154,7.985086111516737,332,4,1342527051,0,0,224,271
9320.exe,1,1,1,0,0.2662364476558982,7.9882007893182,332,6,1213801317,0,0,224,258
9321.exe,1,1,0,0,3.816399394457816,7.769486654381868,332,4,1332535995,0,0,224,271
9322.exe,1,0,0,0,2.608896748702208,6.644591738121419,332,5,1333761078,0,0,224,8450
9323.exe,1,0,3,3,2.222951494890152,7.2883041598079785,332,7,1337901609,0,0,224,270
9324.exe,1,1,0,0,0.708537487902019,7.9047495801846495,332,4,1343908395,0,0,224,271
9325.exe,1,0,0,0,0.08153941234324169,5.425889491972204,332,3,1343256518,0,0,224,290
9326.exe,1,1,0,0,4.365003733337219,7.86857890411157,332,4,1335109490,0,0,224,271
9327.exe,1,0,0,0,0.08153941234324169,5.5898041860570284,332,3,1328930547,0,0,224,258
9328.exe,1,0,0,0,1.6649936702546246,7.133220101257994,332,4,1335525673,0,0,224,270
9329.exe,1,0,0,0,5.1901031984411965,7.2138392598430015,332,4,1475050117,0,0,224,258
9330.exe,1,1,0,0,4.974478229796679,7.9764002374490754,332,4,1342376926,0,0,224,271
9331.exe,1,1,0,0,2.1836577125133325,7.732523231429615,332,4,1332966487,0,0,224,271
9332.exe,1,1,0,0,2.006387977875609,7.756053965412654,332,5,1332855635,0,0,224,270
9333.exe,1,1,6,0,0.37387747993819864,7.8955179692005455,332,10,1294994336,0,0,224,258
9334.exe,1,1,0,0,3.916280635571922,7.736629300414317,332,4,1344673277,0,0,224,271
9335.exe,1,0,0,1,1.5199393465125395,6.6440440229725315,332,5,1333756130,0,0,224,8450
9336.exe,1,1,0,0,4.531028169936355,7.697347938365544,332,4,1345809188,0,0,224,271
9337.exe,1,1,2,0,0.37387747993819864,7.880878581553858,332,6,1307674046,0,0,224,258
9338.exe,1,0,3,3,2.4657091079101185,7.290371985057085,332,7,1338195777,0,0,224,270
9339.exe,1,1,0,0,4.968753393552267,7.9850748657896045,332,4,1342552538,0,0,224,271
9340.exe,1,1,0,0,4.97687300118818,7.976475483857497,332,4,1342295985,0,0,224,271
9341.exe,1,1,0,0,3.8067363487314534,7.768728870127742,332,4,1332576541,0,0,224,271
9342.exe,1,0,0,0,2.6075121105390924,6.643268331165142,332,5,1333758488,0,0,224,8450
9343.exe,1,0,0,1,1.5190853573398464,6.6434410073850465,332,5,1333760698,0,0,224,8450
9344.exe,1,0,5,0,0.16032872589902852,7.080744674128193,332,9,1335060100,0,0,224,270
9345.exe,1,0,5,5,0.12943919267108936,6.047095594594058,332,8,1342274481,0,0,224,270
9346.exe,1,1,0,0,0.7119795368959133,7.904906625389278,332,4,1343849227,0,0,224,271
9347.exe,1,1,0,0,1.437992319398733,7.689941735909397,332,4,1331586159,0,0,224,271
9348.exe,1,0,0,0,0.10191042566270775,5.859330931508717,332,3,1328929460,0,0,224,258
9349.exe,1,1,0,1,4.0846967514373,7.852332681699556,332,4,1326871294,0,0,224,271
9350.exe,1,1,0,0,0.7090859201042203,7.90438736333957,332,4,1343849227,0,0,224,271
9351.exe,1,1,0,0,0.7078552908373316,7.904483334860073,332,4,1343908395,0,0,224,271
9352.exe,1,0,0,0,1.985772270961198,5.881167785433985,34404,5,1328935658,0,0,240,34
9353.exe,1,1,0,0,6.6440473401630555,7.57075272920114,332,4,1333306672,0,0,224,271
9354.exe,1,1,4,0,0.020393135236084953,7.981790338717863,332,8,1336941911,0,0,224,258
9355.exe,1,1,0,0,6.371120906724027,7.921824379657341,332,4,1343380244,0,0,224,271
9356.exe,1,1,0,0,4.971005724535385,7.9848776021069,332,4,1342552538,0,0,224,271
9357.exe,1,1,1,0,0.2662364476558982,7.98759803027316,332,6,1213886148,0,0,224,258
9358.exe,1,0,3,1,0.19743807838821048,5.842888049171611,34404,9,1342243588,0,0,240,559
9359.exe,1,1,0,0,3.6455248594362097,7.89751793095094,332,4,1335031099,0,0,224,271
9360.exe,1,1,1,0,0.2664207463624811,7.988551214764674,332,6,1212821209,0,0,224,258
9361.exe,1,0,2,0,0.16032872589902852,6.573481285678313,332,6,1334669103,0,0,224,270
9362.exe,1,1,0,0,3.8258243110260453,7.7296209775737585,332,4,1344581633,0,0,224,271
9363.exe,1,0,3,0,0.9727296750744064,6.608868777824585,332,7,1326821167,0,0,224,258
9364.exe,1,1,0,1,4.080267838454982,7.852178598109285,332,4,1326871294,0,0,224,271
9365.exe,1,1,1,0,0.06116285224115448,7.9656787202290955,332,5,1343901456,0,0,224,258
9366.exe,1,1,0,0,6.11856855326581,7.7802914605028874,332,3,1305971022,0,0,224,258
9367.exe,1,1,0,0,5.962241683629895,7.922091514568045,332,4,1343676558,0,0,224,271
9368.exe,1,1,0,0,0.7119588788876456,7.904647100387799,332,4,1343849227,0,0,224,271
9369.exe,1,0,4,0,0.16032872589902852,7.078436090383126,332,8,1334913618,0,0,224,270
9370.exe,1,1,0,1,4.077447807260251,7.852256867428474,332,4,1326871294,0,0,224,271
9371.exe,1,0,0,0,0.26232304171027127,6.1194405396347635,34404,6,1343268642,0,0,240,34
9372.exe,1,0,0,0,4.415599964165836,5.8556232792823835,332,4,1336230976,0,0,224,259
9373.exe,1,1,1,0,0.2672130101558982,7.987503735336185,332,6,1213802347,0,0,224,258
9374.exe,1,1,0,0,0.7112130623353916,7.904962966089093,332,4,1343820636,0,0,224,271
9375.exe,1,0,2,2,3.4781781716402898,6.244947016145179,332,6,1336271065,0,0,224,270
9376.exe,1,0,0,0,0.013126943721219527,6.666484812763243,332,5,1332478566,0,0,224,8450
9377.exe,1,1,0,0,0.7099731351689369,7.904590268336942,332,4,1343833647,0,0,224,271
9378.exe,1,1,0,0,0.7074284330260874,7.904343328894333,332,4,1343935512,0,0,224,271
9379.exe,1,0,0,0,0.10191042566270775,7.144983161905961,332,3,1343349791,0,0,224,258
9380.exe,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
9381.exe,1,0,3,3,2.617643850195868,7.284544773521211,332,7,1337934024,0,0,224,270
9382.exe,1,1,0,0,4.082515576394125,7.775729013160484,332,4,1332360683,0,0,224,271
9383.exe,1,1,0,0,3.9590932732517325,7.736047784148969,332,4,1344630696,0,0,224,271
9384.exe,1,1,3,2,2.558379132774584,7.5466226494466495,332,7,1332506402,0,0,224,270
9385.exe,1,0,0,0,1.5771066802569238,7.130736035731456,332,4,1335360049,0,0,224,270
9386.exe,1,1,5,0,0.43710972513537405,7.8992421008871565,332,9,1305524318,0,0,224,258
9387.exe,1,0,0,0,2.609384366509552,6.674702571784401,332,5,1334932159,0,0,224,8450
9388.exe,1,1,0,0,0.7071459743673695,7.904864376777812,332,4,1343908395,0,0,224,271
9389.exe,1,0,0,0,1.6649936702546246,7.133229486961549,332,4,1335574837,0,0,224,270
9390.exe,1,0,0,0,4.222587626124228,6.038397301607496,332,5,1341156728,0,0,224,258
9391.exe,1,1,0,0,6.60305885723713,7.87151113252353,332,4,1333570409,0,0,224,271
9392.exe,1,1,0,0,3.844894201758679,7.731660021334794,332,4,1344542973,0,0,224,271
9393.exe,1,0,3,1,0.19743807838821048,5.854783737678926,34404,9,901637,0,0,240,559
9394.exe,1,1,5,5,4.229983233245933,7.5191169234057345,332,9,1333185646,0,0,224,270
9395.exe,1,1,0,0,4.19189111895225,7.817717065736314,332,4,1335291770,0,0,224,271
9396.exe,1,1,1,0,0.2669090276124811,7.987623875947473,332,6,1212817991,0,0,224,258
9397.exe,1,0,0,1,1.7820843285721661,6.62177023687829,332,5,1325124268,0,0,224,8450
9398.exe,1,1,0,0,3.9382830281853267,7.7360129806585345,332,4,1344673277,0,0,224,271
9399.exe,1,0,0,0,2.6068069224793287,6.6440257430174805,332,5,1333758018,0,0,224,8450
9400.exe,1,1,0,0,3.8067363487314534,7.770239063306755,332,4,1332576541,0,0,224,271
9401.exe,1,0,0,0,4.415599964165836,5.8329951346343965,332,4,1090812110,0,0,224,259
9402.exe,1,0,0,0,1.6649936702546246,7.139054368535322,332,4,1335513735,0,0,224,270
9403.exe,1,1,0,0,3.8067363487314534,7.765600743059425,332,4,1332576541,0,0,224,271
9404.exe,1,1,1,0,0.26718862893760964,7.987464591686317,332,6,1208452998,0,0,224,258
9405.exe,1,0,0,0,1.6649936702546246,7.135287202594726,332,4,1335607287,0,0,224,270
9406.exe,1,0,4,0,0.16032872589902852,7.077594871840614,332,8,1334816652,0,0,224,270
9407.exe,1,1,0,0,3.8307568962185634,7.731627233551069,332,4,1344542973,0,0,224,271
9408.exe,1,0,5,5,0.416541661794913,6.050241660961664,332,8,1342111210,0,0,224,270
9409.exe,1,0,2,2,3.4721071585934067,6.249955268447826,332,6,1336160879,0,0,224,270
9410.exe,1,0,0,0,1.2906121835058393,6.261754048733502,332,5,1343269083,0,0,224,258
9411.exe,1,0,0,0,3.2955490943756534,6.105394838163461,34404,6,1263177936,0,0,240,34
9412.exe,1,0,2,0,0.16032872589902852,6.573643772077812,332,6,1334618703,0,0,224,270
9413.exe,1,1,1,0,0.2672130101558982,7.989121281202258,332,6,1212818352,0,0,224,258
9414.exe,1,0,0,0,1.5087869519713806,5.708085925928422,332,4,1385648463,0,0,224,271
9415.exe,1,1,0,0,4.19189111895225,7.806711000740268,332,4,1335291770,0,0,224,271
9416.exe,1,0,0,0,4.354600399746303,6.82953170255579,332,4,1334001715,0,0,224,270
9417.exe,1,1,0,0,4.976590990421991,7.975683061655009,332,4,1342295985,0,0,224,271
9418.exe,1,1,0,0,0.06262444783142707,7.914408736535447,332,4,1326871294,0,0,224,271
9419.exe,1,1,0,0,5.949012581275835,7.766381783176019,332,4,1344518840,0,0,224,271
9420.exe,1,1,0,0,4.539365694133828,7.972864400400189,332,4,1341586878,0,0,224,258
9421.exe,1,1,0,0,4.365003733337219,7.86919134583475,332,4,1335109490,0,0,224,271
9422.exe,1,1,0,0,3.982417446495472,7.840102510850783,332,4,1335608472,0,0,224,271
9423.exe,1,0,4,1,0.19743807838821048,5.960228717064502,34404,11,11069472,33792,137,240,39
9424.exe,1,0,0,0,0.39408806322024814,6.624980922082685,332,4,1319571264,0,0,224,271
9425.exe,1,1,0,1,4.077839777934017,7.910670117119828,332,4,0,0,0,224,271
9426.exe,1,0,1,1,2.201843121619198,7.102097628685906,332,5,1346745623,0,0,224,270
9427.exe,1,1,0,0,0.7117425825952525,7.90476851967124,332,4,1343807577,0,0,224,271
9428.exe,1,0,5,5,0.12943919267108936,6.047095789801341,332,8,1342251584,0,0,224,270
9429.exe,1,1,1,1,1.9411925072141014,7.713685563057582,332,5,1332621576,0,0,224,270
9430.exe,1,1,1,0,0.2642833226558982,7.987597666202767,332,6,1213886148,0,0,224,258
9431.exe,1,1,1,0,2.7433915747203796,7.773784455956503,332,4,1337382184,0,0,224,258
9432.exe,1,1,0,0,5.953331195331234,7.9226677854734415,332,4,1343718681,0,0,224,271
9433.exe,1,0,5,0,0.16032872589902852,7.08069864233785,332,9,1334944093,0,0,224,270
9434.exe,1,1,4,0,0.020393135236084953,7.980717688222247,332,8,1336941911,0,0,224,258
9435.exe,1,1,1,0,0.10431583732584766,7.709114647320874,332,5,1331491250,0,0,224,271
9436.exe,1,1,0,0,3.388130949619665,7.897647521634648,332,4,1304411205,0,0,224,258
9437.exe,1,1,0,0,3.5685358314574125,7.946874968369603,332,4,1334565554,0,0,224,271
9438.exe,1,1,1,1,3.941067244828974,7.822901331374584,332,5,1335786759,0,0,224,271
9439.exe,1,1,0,0,3.9964526832076643,7.731746936647266,332,4,1344714209,0,0,224,271
9440.exe,1,1,0,0,5.962790753913025,7.921804531874319,332,4,1343676558,0,0,224,271
9441.exe,1,0,0,0,6.64271185970487,7.375119391644765,332,4,1333485320,0,0,224,271
9442.exe,1,0,5,5,0.4255926339982148,6.05122658723239,332,8,1342056098,0,0,224,270
9443.exe,1,1,1,0,0.26537956899273246,7.987058156474461,332,6,1212818705,0,0,224,258
9444.exe,1,0,3,3,2.617643850195868,7.282026620806162,332,7,1338014441,0,0,224,270
9445.exe,1,0,5,5,0.4255926339982148,6.051224269720323,332,8,1342059675,0,0,224,270
9446.exe,1,1,1,0,0.2550953546232432,7.987491710118074,332,6,1212816047,0,0,224,258
9447.exe,1,1,0,1,3.9928980913657317,7.881551544309498,332,4,1302935608,0,0,224,271
9448.exe,1,0,4,1,0.186582516434666,5.933991199355526,34404,11,0,50688,200,240,39
9449.exe,1,1,0,0,6.196725109156018,7.684303910911154,332,3,1300023900,0,0,224,258
9450.exe,1,1,1,0,0.26654043019931534,7.987670142561232,332,6,1212822663,0,0,224,258
9451.exe,1,1,1,0,0.26855817006906396,7.987770251672646,332,6,1207753199,0,0,224,258
9452.exe,1,0,2,2,3.4790243861840495,6.245848255604021,332,6,1336212021,0,0,224,270
9453.exe,1,0,0,0,2.611481436375621,6.644326426864384,332,5,1331949358,0,0,224,8450
9454.exe,1,1,1,0,0.2672130101558982,7.987128279296369,332,6,1213803377,0,0,224,258
9455.exe,1,1,0,0,1.9950142525271006,7.94687094407344,332,4,1342024429,0,0,224,271
9456.exe,1,1,1,0,3.0502767416952548,7.718107774807615,332,5,1331923326,0,0,224,270
9457.exe,1,1,0,0,3.8067363487314534,7.768873848539194,332,4,1332576541,0,0,224,271
9458.exe,1,1,0,0,6.376918065751854,7.822696370976907,332,4,1343465799,0,0,224,271
9459.exe,1,1,0,0,3.8067363487314534,7.7698194344792455,332,4,1332576541,0,0,224,271
9460.exe,1,1,0,0,6.625357791986863,7.8537290254484375,332,4,1331642813,0,0,224,271
9461.exe,1,1,1,0,0.26839768320119883,7.987285780871743,332,6,1209743878,0,0,224,258
9462.exe,1,1,0,0,4.9815017427280335,7.976585230707297,332,4,1342295985,0,0,224,271
9463.exe,1,1,0,0,4.993536061494493,7.985473602838109,332,4,1342527051,0,0,224,271
9464.exe,1,0,0,1,1.5166560191534941,6.643661752884318,332,5,1333985852,0,0,224,8450
9465.exe,1,1,1,0,0.2126516391914561,7.990159343339928,332,6,1217943264,0,0,224,258
9466.exe,1,1,0,0,3.5370627845505975,7.783700393269739,332,4,1340391933,0,0,224,271
9467.exe,1,1,0,0,3.943435231977968,7.731935683340534,332,4,1344755412,0,0,224,271
9468.exe,1,0,0,1,1.5215178773245235,6.643661752884318,332,5,1333985852,0,0,224,8450
9469.exe,1,1,0,1,4.064344283805196,7.910556994206279,332,4,0,0,0,224,271
9470.exe,1,0,5,5,0.12943919267108936,6.049992779742644,332,8,1342286406,0,0,224,270
9471.exe,1,1,0,0,4.025047170111865,7.7708632185834805,332,4,1332442873,0,0,224,271
9472.exe,1,0,1,2,3.839327293692757,6.151191008344491,332,5,33394,0,0,224,783
9473.exe,1,1,0,0,3.464088558980151,7.921265401179794,332,4,1343329266,0,0,224,271
9474.exe,1,1,1,0,0.26654043019931534,7.98806051425983,332,6,1212819073,0,0,224,258
9475.exe,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
9476.exe,1,0,0,0,1.6778079213713135,6.60936083051635,332,5,1439585794,0,0,224,258
9477.exe,1,1,0,0,4.978469163633236,7.976369560253528,332,4,1342295985,0,0,224,271
9478.exe,1,1,0,0,3.770000384660344,7.765371318877032,332,4,1332675903,0,0,224,271
9479.exe,1,1,0,0,3.770000384660344,7.765257905215612,332,4,1332675903,0,0,224,271
9480.exe,1,1,0,0,3.6089008049534987,7.902293404666028,332,4,1295448942,0,0,224,258
9481.exe,1,0,0,0,7.208365857939336,7.208365857939336,332,1,1269487063,0,0,224,8450
9482.exe,1,1,0,0,2.872235899683855,7.893875251732824,332,4,1300517907,0,0,224,258
9483.exe,1,1,0,0,6.624784905917556,7.696287444236953,332,4,1333397172,0,0,224,271
9484.exe,1,0,0,1,1.5185643082415652,6.644070165747287,332,5,1333985043,0,0,224,8450
9485.exe,1,0,0,1,1.790696605121175,6.64439252799049,332,5,1331949117,0,0,224,8450
9486.exe,1,1,0,0,2.0021959524557404,7.976345376300882,332,4,1342195216,0,0,224,271
9487.exe,1,1,1,0,0.2671171381577817,7.988753666600348,332,6,1209741008,0,0,224,258
9488.exe,1,1,1,0,2.7426184638320517,7.774483631283504,332,4,1337382184,0,0,224,258
9489.exe,1,0,0,0,2.608700099723989,6.674588030558115,332,5,1334931729,0,0,224,8450
9490.exe,1,1,0,1,1.2239252004358603,7.475094345952633,332,6,1347181574,0,0,224,783
9491.exe,1,0,1,1,4.05542191808341,6.50962778311138,332,5,1412656823,0,0,224,271
